runtime,in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in20,in21
21,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
41,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
26001,MD,XYZ,25.12872873,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,32,0,0,0,TRUE
306,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,8,8,1,0,0,0,TRUE
6027,Singlepoint,XYZ,13,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
20,Singlepoint,XYZ,1,7,4.14,0,0,0,4.14,0,0,0,11.71,GGA,16,16,1,0,0,0,FALSE
56,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,Optimization,XYZ,1,1,12.0856,0,0,0,12.0856,0,0,0,34.06,LDA,6,6,1,0,0,0,FALSE
6,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
459,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
139,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
111,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
194,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
75343,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,304,304,1,0,0,0,TRUE
2,Singlepoint,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
96,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
423,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
99,MD,XYZ,5.51615548,5,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,8,8,1,0,0,0,TRUE
7,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
5,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
124,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
6,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
49,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
1576,Singlepoint,XYZ,4.08,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,80,50,25,0,0,0,TRUE
50,Singlepoint,XYZ,1,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
173,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
407,MD,XYZ,9.2542724,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,8,8,1,0,0,0,TRUE
67,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
11280,MD,XYZ,24,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,1,0,0,0,TRUE
58,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
64,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
5,Singlepoint,XYZ,1,1,24.757,0,0,0,24.757,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2,Singlepoint,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
1,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,213,213,1,0,0,0,TRUE
60,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
49,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2723,MD,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
52,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,TRUE
40,Singlepoint,XYZ,1,1,2.7942,2.7942,0,0,2.7942,2.7942,2.7942,0,2.7942,LDA,8,8,8,0,0,0,FALSE
825,MD,XYZ,12.251832,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,16,16,16,0,0,0,TRUE
52,Singlepoint,XYZ,1,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,1,1,1,0,0,0,FALSE
92,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
43762,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,215,215,1,0,0,0,TRUE
166,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
14,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
58,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2,Singlepoint,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,50,50,1,0.5,0.5,0,FALSE
21297,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,160,160,1,0,0,0,TRUE
45,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
4095,MD,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
334,MD,XYZ,6.4567863,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,1,0,0,0,TRUE
43,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
129555,MD,XYZ,6.9471321,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,128,64,0,0,0,TRUE
89,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,0,0,1,0,0,0,FALSE
1212,MD,XYZ,3.12181,5,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,32,0,0,0,TRUE
2,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,204,204,4,0,0,0,TRUE
161017,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,80,50,25,0,0,0,TRUE
3016,Optimization,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,3,3,1,0,0,0,TRUE
4156,MD,XYZ,6.4567863,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,16,0,0,0,TRUE
152,Singlepoint,XYZ,1,1,24.75701,0,0,0,24.75701,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
239,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
21667,MD,XYZ,7.9255248,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
217,Singlepoint,XYZ,1,1,32.1,0,0,0,32.1,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
41,Singlepoint,XYZ,1,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
4282,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
96,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
110181,Optimization,XYZ,1.26,3,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,99,93,100,0,0,0,TRUE
113,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
40420,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,227,227,1,0,0,0,TRUE
1,Optimization,XYZ,1,1,12.0856,0,0,0,12.0856,0,0,0,34.06,LDA,6,6,1,0,0,0,FALSE
20745,Optimization,FDF,1,3,20,0,0,0,13.451,0,0,0,13.451,GGA,1,10,10,0,0,0,FALSE
24,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
67831,MD,XYZ,13.259521,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,32,0,0,0,TRUE
50,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
6791,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,170,12,22,0,0,0,TRUE
114,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
18,Singlepoint,XYZ,1,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
98,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
85,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
79,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
261,MD,XYZ,3.786546,2,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,1,0,0,0,TRUE
317,Singlepoint,XYZ,1,1,2.348661,0,0,2.034,1.174331,0.71,1.174331,2.034,0,GGA,1,1,1,0,0,0,FALSE
21722,Optimization,FDF,1,3,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,10,10,0,0,0,FALSE
149,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
15243,Optimization,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,4,4,1,0,0,0,TRUE
126,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
70,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
290,Singlepoint,XYZ,1,1,2.348661,0,0,2.034,1.174331,0.71,1.174331,2.034,0,LDA,1,1,1,0,0,0,FALSE
54,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
3080,Optimization,XYZ,1,7,18.0665,0,0,0,13.3893,0,0,0,11.6874,GGA,1,1,1,0,0,0,TRUE
11,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
4,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
28990,MD,XYZ,8.5671521,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,64,64,64,0,0,0,TRUE
3765,Optimization,CONT,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
12,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
142,Singlepoint,XYZ,1,1,41.97366,0,0,0,41.97366,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
96017,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,200,200,3,0,0,0,TRUE
402,Optimization,XYZ,0.97,7,3.679245234,0,0,-1.839692528,3.188682115,0,-1.144191308,-0.568175433,20.18708325,GGA,6,6,1,0,0,0,FALSE
307,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
98,Singlepoint,XYZ,1,1,22.29756,0,0,0,22.29756,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
370634,MD,XYZ,7.603126756,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,128,0,0,0,TRUE
3,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
1488,Singlepoint,XYZ,13,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,32,0,0,0,TRUE
2,Singlepoint,XYZ,1,7,17.255,9.9625,0,-17.255,9.9625,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
407,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
105,Optimization,XYZ,1,1,5.864758015,0,0,-2.932379246,5.079029841,0,0,0,41.79820633,GGA,5,5,1,0,0,0,TRUE
186,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1995,Optimization,XYZ,1,7,18.066517,0,0,0,13.38937,0,0,0,11.68745,GGA,1,1,1,0,0,0,TRUE
52,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
108,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
579,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
1,Optimization,XYZ,1,1,12.69,0,0,0,12.69,0,0,0,34.06,LDA,6,6,1,0,0,0,FALSE
18630,MD,XYZ,12.19,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,93,70,18,0,0,0,TRUE
122,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
4864,Optimization,FDF,1,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,4,4,1,0,0,0,TRUE
66,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
172,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
81,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
101,Singlepoint,XYZ,1,1,25.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,115,115,3,0,0,0,TRUE
2,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
13,Singlepoint,CONT,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
1,Optimization,XYZ,1,1,12.0856,0,0,0,12.0856,0,0,0,36,LDA,6,6,1,0,0,0,TRUE
62,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
2091,Optimization,CONT,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
67,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2406,Singlepoint,XYZ,7.18,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,90,40,80,0,0,0,TRUE
50,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
174,Singlepoint,XYZ,0.94,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
38,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
56,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
190,Singlepoint,XYZ,1.06,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
3843,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
37560,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,225,225,1,0,0,0,TRUE
53671,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,256,256,1,0,0,0,TRUE
3,Singlepoint,XYZ,1,1,31.3,0,0,0,31.3,0,0,0,2.45951,GGA,1,1,1,0,0,0,FALSE
133,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
150,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
3,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
400,Singlepoint,XYZ,1,1,37,0,0,0,37,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
72,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
32804,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,144,144,2,0,0,0,TRUE
320,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
199432,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,122,122,16,0,0,0,TRUE
60,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
29,Singlepoint,XYZ,1,1,3.694996382,0,0,-1.847498191,3.199960734,0,0,0,30.86864155,GGA,4,4,1,0,0,0,FALSE
127,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
101,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
43954,MD,XYZ,10,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,64,64,64,0,0,0,TRUE
57,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
452,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
380,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
36,Singlepoint,XYZ,1,1,2.7942,2.7942,0,0,2.7942,2.7942,2.7942,0,2.7942,LDA,8,8,8,0,0,0,FALSE
55,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
47827,MD,XYZ,3.7451212,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
113,Optimization,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,8,8,1,0,0,0,FALSE
23093,Optimization,XYZ,9.23,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,91,90,23,0,0,0,TRUE
64,Singlepoint,XYZ,1,1,3.10907,0,0,-1.55453,2.692533,0,0,0,20,GGA,7,7,1,0,0,0,FALSE
226,Singlepoint,XYZ,1,1,24.75707,0.5,0,0.866025,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
28,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
45601,MD,XYZ,6.125725,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
76,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
815,MD,XYZ,6.94512831,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,16,16,16,0,0,0,TRUE
16,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
98,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
385,MD,XYZ,12.52472,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,8,8,1,0,0,0,TRUE
166,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
21,Singlepoint,XYZ,1,1,27.21659,0,4.26,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
67,Singlepoint,XYZ,1,1,34.59512,0,0,0,34.59512,0,0,0,4.26,LDA,1,1,1,0,0,0,FALSE
79,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,Optimization,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,10,10,0,0,0,FALSE
5173,MD,XYZ,24.519827,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,8,8,1,0,0,0,TRUE
113836,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,258,144,4,0,0,0,TRUE
162,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
111,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
149,Optimization,XYZ,1,7,5,0,0,0,5,0,0,0,5,GGA,13,13,13,0,0,0,FALSE
174223,MD,XYZ,7.818914984,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,128,0,0,0,TRUE
140,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,1,1,1,0,0,0,FALSE
4013,Optimization,XYZ,1,7,17.26,9.963,0,-17.26,9.963,0,0,0,24.22,GGA,3,3,1,0,0,0,TRUE
71,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
11,Singlepoint,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
64,Singlepoint,XYZ,1,1,32.13561,0,0,0,32.13561,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
69,Optimization,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,TRUE
108,Optimization,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,8,8,1,0,0,0,FALSE
116,Optimization,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,8,8,1,0,0,0,FALSE
44,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
46361,MD,XYZ,6.125725,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,64,64,64,0,0,0,TRUE
67,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
95,Singlepoint,XYZ,1,1,29.6761,0,0,0,29.6761,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,Optimization,XYZ,1,1,12.08568,0,0,12.08568,0,0,0,0,34.05,LDA,6,6,1,0,0,0,FALSE
16667,MD,XYZ,5.25,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,96,23,46,0,0,0,TRUE
199,Singlepoint,XYZ,12,4,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,16,16,16,0,0,0,TRUE
258,Singlepoint,XYZ,1,1,37.05463,0,0,0,37.05463,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1,Singlepoint,XYZ,1,7,17.255,9.9625,0,-17.255,9.9625,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
5268,Optimization,XYZ,1,7,18.0665,0,0,13.3893,0,0,0,0,11.6874,GGA,1,1,1,0,0,0,TRUE
45447,Singlepoint,XYZ,9.1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,91,90,230,0,0,0,TRUE
2406,Optimization,XYZ,1,7,16.1211,9.3075,0,-16.1211,9.3075,0,0,0,24.2195,GGA,3,3,1,0,0,0,FALSE
48775,Singlepoint,XYZ,12,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,128,128,64,0,0,0,TRUE
61,MD,FDF,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,1,1,1,0,0,0,FALSE
22,Optimization,XYZ,1,7,17.225,9.962,0,-17.255,9.962,0,0,0,24.219,GGA,3,3,1,0,0,0,FALSE
98,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,24.75707,GGA,1,1,1,0,0,0,FALSE
115,Singlepoint,XYZ,1,1,27.21659,0,0,0,27.21659,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
79722,MD,XYZ,1,1,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,LDA,53,50,42,0,0,0,TRUE
90,Singlepoint,XYZ,1,1,24.75,0,0,0,24.75,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
40,Singlepoint,XYZ,1,1,24.75707,0,0,0,24.75707,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
2487,Optimization,FDF,1,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,4,4,1,0,0,0,TRUE
1467,Optimization,FDF,1.025,1,18.05310631,0,0,0,13.32588291,0,0,0,20,GGA,4,4,1,0,0,0,TRUE
199,Singlepoint,XYZ,1,1,39.51415,0,0,0,39.51415,0,0,0,4.26,GGA,1,1,1,0,0,0,FALSE
1847,Singlepoint,XYZ,12,7,0.866025,0.5,0,0.866025,-0.5,0,0,0,10,GGA,32,32,32,0,0,0,TRUE
